time,N,numThreads,queens
1206.3256,31,35,"[24, 13, 10, 14, 5, 8, 12, 26, 23, 27, 6, 16, 7, 30, 21, 17, 29, 3, 22, 19, 9, 1, 4, 11, 15, 0, 18, 25, 2, 28, 20]"
868.03219,31,36,"[27, 3, 13, 20, 18, 30, 15, 4, 9, 21, 10, 29, 17, 0, 5, 22, 8, 1, 16, 12, 26, 24, 11, 2, 28, 7, 25, 23, 14, 19, 6]"
941.76115,31,37,"[18, 10, 19, 13, 23, 8, 29, 5, 16, 22, 26, 4, 17, 1, 14, 27, 7, 0, 15, 6, 12, 25, 21, 30, 2, 9, 28, 3, 24, 11, 20]"
233.60443,31,38,"[8, 28, 13, 21, 24, 14, 25, 0, 9, 1, 4, 26, 15, 29, 20, 11, 2, 6, 30, 19, 27, 23, 10, 18, 22, 5, 17, 12, 7, 16, 3]"
1845.95343,31,39,"[26, 4, 29, 20, 16, 10, 7, 11, 2, 0, 19, 22, 25, 27, 30, 13, 23, 17, 6, 3, 12, 14, 5, 18, 21, 24, 28, 9, 15, 1, 8]"
214.23386,31,40,"[23, 21, 7, 30, 14, 2, 20, 6, 19, 16, 1, 26, 5, 15, 18, 28, 8, 3, 27, 0, 10, 17, 22, 29, 12, 9, 24, 4, 13, 11, 25]"
538.49071,32,31,"[13, 21, 3, 28, 2, 12, 9, 7, 24, 14, 20, 22, 30, 27, 5, 1, 25, 4, 8, 15, 17, 23, 16, 29, 0, 18, 10, 31, 11, 6, 19, 26]"
9954.95825,32,32,"[1, 23, 21, 12, 9, 17, 19, 5, 25, 11, 20, 6, 2, 27, 29, 31, 13, 4, 0, 15, 28, 7, 10, 22, 30, 16, 26, 8, 3, 18, 14, 24]"
932.36398,32,33,"[18, 6, 27, 16, 19, 9, 0, 5, 8, 4, 22, 17, 26, 12, 3, 7, 24, 28, 25, 29, 1, 30, 15, 11, 2, 10, 13, 23, 31, 20, 14, 21]"
472.38227,32,34,"[29, 19, 26, 31, 9, 3, 13, 16, 28, 0, 27, 11, 5, 12, 18, 25, 17, 1, 6, 2, 7, 23, 30, 20, 14, 21, 4, 8, 22, 24, 15, 10]"
2669.39462,32,35,"[11, 22, 1, 25, 10, 2, 29, 19, 4, 7, 17, 26, 5, 21, 24, 9, 30, 3, 0, 20, 12, 8, 27, 13, 28, 6, 15, 18, 23, 31, 14, 16]"
203.76331,32,36,"[5, 13, 15, 24, 18, 2, 31, 29, 1, 12, 10, 20, 6, 28, 9, 25, 3, 21, 16, 27, 22, 7, 23, 30, 8, 0, 4, 17, 11, 14, 26, 19]"
890.0816,32,37,"[24, 9, 11, 17, 3, 10, 28, 25, 19, 22, 16, 27, 29, 1, 15, 2, 6, 20, 7, 4, 30, 12, 14, 21, 18, 5, 26, 13, 0, 31, 23, 8]"
845.30004,32,38,"[22, 13, 7, 17, 20, 23, 0, 27, 5, 12, 21, 15, 4, 6, 3, 10, 26, 1, 14, 19, 29, 9, 30, 24, 31, 16, 25, 8, 18, 11, 28, 2]"
1004.82901,32,39,"[15, 27, 12, 5, 26, 8, 20, 24, 4, 7, 17, 31, 11, 6, 22, 3, 28, 23, 2, 14, 21, 0, 16, 9, 1, 10, 30, 19, 25, 29, 13, 18]"
1076.44222,32,40,"[8, 2, 12, 29, 18, 22, 5, 27, 15, 6, 25, 17, 30, 26, 3, 10, 21, 28, 11, 1, 23, 0, 31, 13, 9, 19, 14, 4, 24, 20, 16, 7]"
1481.06514,33,31,"[17, 8, 13, 16, 23, 5, 10, 27, 18, 12, 32, 0, 28, 15, 29, 7, 30, 1, 26, 6, 11, 20, 2, 9, 14, 31, 22, 25, 21, 4, 24, 19, 3]"
628.68571,33,32,"[29, 8, 1, 27, 6, 15, 17, 7, 16, 18, 5, 32, 9, 28, 2, 31, 19, 30, 24, 20, 25, 13, 11, 21, 14, 3, 0, 10, 12, 23, 26, 22, 4]"
546.75873,33,33,"[17, 14, 20, 27, 19, 24, 0, 13, 11, 4, 1, 15, 21, 18, 28, 23, 32, 10, 3, 5, 8, 31, 22, 2, 26, 12, 9, 16, 25, 30, 6, 29, 7]"
928.56387,33,34,"[4, 12, 30, 24, 26, 13, 8, 10, 3, 15, 19, 23, 9, 7, 5, 20, 32, 27, 31, 6, 21, 17, 29, 0, 2, 25, 11, 16, 18, 28, 22, 14, 1]"
95.78373,33,35,"[25, 21, 30, 8, 23, 28, 32, 0, 16, 12, 10, 17, 6, 3, 1, 27, 31, 2, 13, 7, 9, 22, 19, 14, 20, 24, 4, 29, 26, 11, 5, 15, 18]"
973.99557,33,36,"[19, 31, 11, 0, 4, 18, 21, 30, 10, 16, 14, 22, 26, 3, 32, 27, 15, 9, 2, 29, 1, 7, 13, 28, 12, 5, 24, 20, 6, 23, 25, 8, 17]"
324.025,33,37,"[17, 19, 8, 23, 29, 9, 32, 1, 24, 20, 12, 25, 7, 0, 26, 13, 5, 14, 27, 11, 4, 28, 30, 2, 15, 21, 16, 10, 6, 22, 18, 31, 3]"
4182.49221,33,38,"[23, 13, 8, 32, 22, 6, 11, 14, 17, 19, 9, 31, 15, 24, 1, 7, 30, 21, 0, 10, 4, 29, 18, 16, 12, 5, 28, 25, 3, 26, 2, 20, 27]"
31025.15631,33,39,"[10, 0, 15, 23, 27, 32, 6, 18, 5, 12, 24, 19, 31, 2, 4, 9, 11, 29, 22, 1, 8, 26, 28, 30, 20, 17, 3, 25, 13, 7, 21, 14, 16]"
9867.69069,33,40,"[4, 6, 13, 25, 23, 1, 14, 10, 21, 9, 31, 28, 2, 22, 29, 8, 15, 27, 32, 26, 18, 16, 24, 17, 0, 11, 7, 5, 19, 30, 12, 3, 20]"
14992.1922,34,31,"[17, 13, 25, 23, 20, 15, 5, 9, 2, 30, 19, 8, 1, 27, 4, 6, 21, 32, 16, 14, 33, 24, 28, 31, 7, 0, 26, 11, 29, 22, 18, 10, 12, 3]"
687.1403,34,32,"[20, 13, 21, 1, 9, 11, 22, 28, 2, 32, 17, 26, 0, 31, 16, 4, 27, 12, 3, 5, 19, 29, 25, 10, 33, 6, 23, 7, 18, 30, 8, 14, 24, 15]"
1224.38516,34,33,"[16, 5, 29, 26, 0, 15, 24, 8, 13, 2, 9, 3, 27, 20, 28, 10, 7, 1, 30, 21, 17, 6, 22, 32, 4, 33, 12, 25, 31, 18, 11, 14, 19, 23]"
363.46336,34,34,"[2, 30, 15, 17, 5, 33, 13, 16, 8, 31, 14, 26, 29, 32, 4, 10, 19, 25, 11, 3, 7, 0, 21, 28, 22, 1, 23, 9, 20, 18, 24, 27, 12, 6]"
11605.03076,34,35,"[7, 9, 17, 30, 14, 26, 32, 19, 12, 27, 15, 1, 31, 0, 16, 13, 25, 28, 4, 33, 3, 18, 10, 23, 5, 2, 22, 20, 6, 8, 29, 11, 21, 24]"
1243.7132,34,36,"[19, 1, 5, 9, 25, 13, 18, 24, 33, 2, 11, 3, 26, 10, 30, 28, 23, 8, 14, 29, 31, 6, 27, 32, 22, 15, 21, 7, 0, 16, 12, 4, 20, 17]"
3934.92983,34,37,"[5, 9, 23, 25, 8, 32, 12, 19, 21, 11, 13, 6, 28, 2, 31, 26, 17, 4, 14, 0, 30, 1, 29, 20, 33, 24, 16, 3, 10, 7, 18, 22, 15, 27]"
2991.40257,34,38,"[10, 23, 13, 0, 2, 28, 8, 27, 22, 33, 15, 29, 25, 4, 17, 24, 6, 11, 14, 1, 3, 5, 21, 30, 12, 31, 26, 20, 7, 16, 19, 32, 9, 18]"
59036.67454,34,39,"[3, 6, 14, 21, 27, 30, 12, 23, 0, 13, 5, 33, 25, 32, 28, 17, 1, 10, 8, 2, 18, 7, 19, 11, 31, 26, 20, 16, 24, 29, 9, 22, 4, 15]"
12618.16132,34,40,"[19, 17, 15, 8, 5, 2, 26, 28, 20, 7, 16, 25, 3, 0, 31, 23, 27, 13, 6, 21, 14, 4, 11, 32, 24, 29, 33, 30, 18, 22, 1, 10, 12, 9]"
0.00557,4,41,"[1, 3, 0, 2]"
0.00279,4,42,"[2, 0, 3, 1]"
0.00436,4,43,"[1, 3, 0, 2]"
0.00514,4,44,"[2, 0, 3, 1]"
0.00258,4,45,"[2, 0, 3, 1]"
0.00357,4,46,"[1, 3, 0, 2]"
0.00348,4,47,"[1, 3, 0, 2]"
0.00222,4,48,"[2, 0, 3, 1]"
0.00232,4,49,"[1, 3, 0, 2]"
0.00252,4,50,"[1, 3, 0, 2]"
0.00268,5,41,"[0, 2, 4, 1, 3]"
0.0022,5,42,"[1, 3, 0, 2, 4]"
0.00216,5,43,"[3, 0, 2, 4, 1]"
0.00228,5,44,"[0, 3, 1, 4, 2]"
0.00258,5,45,"[3, 0, 2, 4, 1]"
0.00255,5,46,"[3, 1, 4, 2, 0]"
0.00268,5,47,"[1, 4, 2, 0, 3]"
0.0025,5,48,"[2, 0, 3, 1, 4]"
0.00304,5,49,"[0, 2, 4, 1, 3]"
0.00243,5,50,"[3, 0, 2, 4, 1]"
0.0114,6,41,"[1, 3, 5, 0, 2, 4]"
0.0108,6,42,"[1, 3, 5, 0, 2, 4]"
0.01467,6,43,"[4, 2, 0, 5, 3, 1]"
0.00955,6,44,"[2, 5, 1, 4, 0, 3]"
0.01009,6,45,"[4, 2, 0, 5, 3, 1]"
0.01655,6,46,"[1, 3, 5, 0, 2, 4]"
0.02118,6,47,"[3, 0, 4, 1, 5, 2]"
0.00306,6,48,"[2, 5, 1, 4, 0, 3]"
0.03487,6,49,"[2, 5, 1, 4, 0, 3]"
0.0262,6,50,"[1, 3, 5, 0, 2, 4]"
0.00523,7,41,"[4, 6, 1, 3, 5, 0, 2]"
0.00399,7,42,"[2, 0, 5, 1, 4, 6, 3]"
0.00271,7,43,"[2, 6, 3, 0, 4, 1, 5]"
0.004,7,44,"[4, 2, 0, 5, 3, 1, 6]"
0.00335,7,45,"[2, 6, 3, 0, 4, 1, 5]"
0.01512,7,46,"[4, 6, 1, 3, 5, 0, 2]"
0.00639,7,47,"[2, 5, 1, 4, 0, 3, 6]"
0.00441,7,48,"[3, 6, 2, 5, 1, 4, 0]"
0.01397,7,49,"[5, 3, 1, 6, 4, 2, 0]"
0.0213,7,50,"[5, 1, 4, 0, 3, 6, 2]"
0.0028,8,41,"[3, 1, 6, 2, 5, 7, 4, 0]"
0.00425,8,42,"[2, 0, 6, 4, 7, 1, 3, 5]"
0.00605,8,43,"[6, 3, 1, 7, 5, 0, 2, 4]"
0.01535,8,44,"[5, 2, 4, 7, 0, 3, 1, 6]"
0.02943,8,45,"[3, 0, 4, 7, 5, 2, 6, 1]"
0.0238,8,46,"[6, 3, 1, 4, 7, 0, 2, 5]"
0.00553,8,47,"[5, 2, 0, 7, 3, 1, 6, 4]"
0.00586,8,48,"[4, 6, 1, 5, 2, 0, 7, 3]"
0.04787,8,49,"[2, 4, 6, 0, 3, 1, 7, 5]"
0.00524,8,50,"[7, 2, 0, 5, 1, 4, 6, 3]"
0.01418,9,41,"[2, 5, 1, 6, 0, 3, 7, 4, 8]"
0.02114,9,42,"[2, 5, 7, 1, 3, 8, 6, 4, 0]"
0.00807,9,43,"[7, 1, 8, 5, 2, 0, 3, 6, 4]"
0.00532,9,44,"[6, 1, 3, 5, 0, 8, 4, 2, 7]"
0.01312,9,45,"[5, 3, 8, 0, 4, 1, 7, 2, 6]"
0.00874,9,46,"[2, 7, 5, 3, 8, 0, 4, 6, 1]"
0.01033,9,47,"[7, 0, 3, 5, 2, 8, 6, 4, 1]"
0.01564,9,48,"[6, 3, 1, 4, 7, 0, 2, 5, 8]"
0.0201,9,49,"[2, 0, 7, 3, 8, 6, 4, 1, 5]"
0.05759,9,50,"[5, 7, 4, 1, 8, 6, 3, 0, 2]"
0.01502,10,41,"[2, 5, 9, 6, 1, 3, 7, 0, 4, 8]"
0.0133,10,42,"[3, 5, 8, 4, 9, 0, 2, 7, 1, 6]"
0.07821,10,43,"[4, 8, 0, 9, 3, 6, 2, 7, 5, 1]"
0.07057,10,44,"[6, 4, 9, 0, 3, 5, 2, 8, 1, 7]"
0.07608,10,45,"[6, 0, 3, 8, 4, 7, 9, 2, 5, 1]"
0.04066,10,46,"[4, 6, 8, 5, 2, 0, 9, 7, 1, 3]"
0.03418,10,47,"[4, 7, 3, 6, 9, 2, 0, 5, 8, 1]"
0.06778,10,48,"[9, 4, 6, 3, 0, 7, 1, 8, 5, 2]"
0.18395,10,49,"[8, 5, 0, 2, 9, 6, 3, 7, 4, 1]"
0.08332,10,50,"[0, 6, 9, 5, 1, 8, 4, 2, 7, 3]"
0.22618,11,41,"[6, 0, 5, 10, 1, 7, 2, 8, 3, 9, 4]"
0.16261,11,42,"[8, 2, 4, 6, 9, 5, 10, 0, 7, 3, 1]"
0.13514,11,43,"[3, 7, 2, 8, 1, 4, 0, 9, 6, 10, 5]"
0.02726,11,44,"[6, 4, 10, 0, 5, 9, 1, 3, 7, 2, 8]"
0.16544,11,45,"[6, 0, 9, 7, 4, 2, 8, 10, 1, 3, 5]"
0.01304,11,46,"[5, 8, 2, 4, 10, 1, 9, 6, 0, 3, 7]"
0.10038,11,47,"[3, 1, 7, 4, 10, 0, 5, 9, 2, 6, 8]"
0.49689,11,48,"[3, 5, 9, 1, 6, 10, 7, 2, 0, 8, 4]"
0.01669,11,49,"[8, 0, 9, 6, 2, 7, 1, 3, 5, 10, 4]"
0.1894,11,50,"[7, 4, 8, 3, 0, 9, 5, 1, 10, 6, 2]"
0.12012,12,41,"[5, 10, 2, 11, 3, 7, 4, 1, 9, 0, 6, 8]"
0.38607,12,42,"[2, 6, 10, 1, 4, 9, 7, 3, 11, 8, 5, 0]"
0.17252,12,43,"[1, 11, 5, 7, 9, 3, 0, 2, 10, 8, 6, 4]"
0.27509,12,44,"[1, 8, 11, 5, 7, 0, 10, 3, 6, 9, 2, 4]"
0.00784,12,45,"[8, 5, 2, 0, 11, 6, 4, 10, 1, 3, 9, 7]"
0.21652,12,46,"[10, 6, 0, 2, 8, 11, 7, 4, 1, 9, 5, 3]"
0.11772,12,47,"[8, 3, 11, 4, 1, 5, 0, 10, 6, 2, 9, 7]"
0.46264,12,48,"[10, 6, 4, 2, 0, 8, 3, 11, 9, 7, 5, 1]"
0.10981,12,49,"[11, 6, 4, 2, 0, 3, 10, 7, 9, 1, 5, 8]"
0.15683,12,50,"[3, 1, 6, 8, 11, 4, 0, 9, 5, 10, 2, 7]"
0.18602,13,41,"[10, 8, 2, 5, 9, 1, 12, 0, 7, 3, 11, 6, 4]"
0.60998,13,42,"[5, 3, 10, 6, 2, 11, 1, 4, 7, 9, 0, 12, 8]"
0.15767,13,43,"[1, 9, 4, 0, 3, 11, 6, 10, 12, 5, 8, 2, 7]"
0.06821,13,44,"[8, 6, 3, 9, 7, 12, 0, 2, 5, 1, 10, 4, 11]"
0.49212,13,45,"[3, 9, 4, 1, 8, 2, 11, 6, 0, 10, 5, 7, 12]"
0.07493,13,46,"[7, 3, 6, 9, 1, 4, 0, 12, 8, 5, 11, 2, 10]"
0.08234,13,47,"[7, 1, 4, 2, 12, 3, 9, 11, 5, 10, 0, 6, 8]"
0.17088,13,48,"[2, 10, 5, 3, 1, 9, 12, 6, 0, 7, 11, 4, 8]"
0.11629,13,49,"[7, 2, 12, 6, 8, 11, 5, 1, 10, 4, 0, 9, 3]"
1.05077,13,50,"[3, 9, 4, 1, 11, 0, 7, 12, 8, 5, 2, 10, 6]"
0.43169,14,41,"[4, 11, 1, 6, 9, 13, 8, 3, 0, 10, 7, 5, 12, 2]"
0.44251,14,42,"[4, 7, 10, 0, 11, 8, 1, 3, 13, 9, 12, 5, 2, 6]"
0.05279,14,43,"[5, 7, 0, 12, 3, 6, 8, 2, 11, 13, 10, 1, 9, 4]"
0.31757,14,44,"[7, 5, 12, 1, 6, 8, 2, 13, 3, 9, 11, 4, 0, 10]"
0.66267,14,45,"[0, 4, 6, 11, 3, 12, 7, 9, 13, 2, 5, 1, 8, 10]"
0.22065,14,46,"[11, 4, 6, 0, 10, 7, 1, 12, 2, 8, 3, 9, 13, 5]"
0.37681,14,47,"[10, 0, 3, 12, 2, 9, 6, 1, 11, 4, 7, 13, 8, 5]"
1.25414,14,48,"[2, 11, 9, 4, 12, 8, 3, 1, 6, 13, 0, 10, 7, 5]"
0.01249,14,49,"[8, 2, 5, 3, 9, 0, 13, 11, 1, 6, 12, 10, 4, 7]"
0.94036,14,50,"[2, 11, 6, 1, 10, 8, 3, 12, 7, 9, 0, 5, 13, 4]"
0.12407,15,41,"[5, 13, 9, 0, 3, 11, 6, 2, 10, 1, 14, 12, 8, 4, 7]"
0.35545,15,42,"[12, 3, 1, 14, 10, 8, 2, 4, 13, 9, 0, 5, 7, 11, 6]"
0.22301,15,43,"[8, 14, 7, 1, 6, 12, 5, 11, 4, 10, 13, 2, 9, 3, 0]"
1.06712,15,44,"[0, 7, 11, 8, 3, 13, 10, 5, 1, 6, 12, 14, 2, 4, 9]"
1.23784,15,45,"[8, 10, 13, 3, 0, 4, 12, 5, 2, 11, 7, 14, 1, 6, 9]"
0.85145,15,46,"[13, 10, 3, 6, 4, 1, 11, 14, 2, 7, 12, 8, 0, 5, 9]"
0.57584,15,47,"[10, 7, 14, 12, 8, 2, 0, 6, 13, 11, 1, 3, 5, 9, 4]"
0.49967,15,48,"[6, 8, 11, 5, 7, 0, 14, 12, 9, 1, 4, 10, 3, 13, 2]"
1.27815,15,49,"[4, 13, 8, 12, 5, 0, 2, 6, 10, 14, 1, 11, 9, 7, 3]"
1.13643,15,50,"[8, 4, 0, 13, 9, 14, 5, 2, 10, 6, 11, 1, 12, 7, 3]"
0.6178,16,41,"[11, 7, 3, 10, 14, 5, 0, 15, 1, 6, 9, 13, 4, 8, 12, 2]"
2.11466,16,42,"[8, 4, 2, 10, 14, 11, 3, 5, 12, 1, 15, 13, 7, 9, 0, 6]"
1.73395,16,43,"[10, 6, 11, 2, 7, 13, 3, 1, 8, 15, 12, 4, 0, 14, 9, 5]"
0.92282,16,44,"[8, 12, 1, 4, 6, 11, 0, 7, 13, 2, 14, 9, 15, 10, 5, 3]"
0.43639,16,45,"[4, 10, 8, 11, 3, 1, 7, 14, 0, 6, 12, 5, 15, 13, 9, 2]"
0.64695,16,46,"[8, 10, 12, 3, 15, 4, 7, 0, 14, 1, 13, 6, 9, 11, 2, 5]"
0.02168,16,47,"[6, 14, 12, 10, 3, 0, 2, 9, 11, 1, 8, 15, 13, 4, 7, 5]"
1.34889,16,48,"[6, 9, 13, 2, 5, 7, 15, 0, 12, 14, 1, 8, 4, 11, 3, 10]"
2.18785,16,49,"[5, 8, 10, 7, 15, 3, 9, 0, 14, 4, 1, 13, 6, 12, 2, 11]"
0.07694,16,50,"[7, 9, 13, 1, 14, 4, 10, 12, 5, 3, 11, 0, 2, 15, 6, 8]"
0.27245,17,41,"[11, 5, 14, 1, 13, 8, 16, 3, 0, 6, 15, 10, 12, 7, 9, 4, 2]"
0.5805,17,42,"[4, 8, 16, 5, 3, 1, 11, 7, 2, 15, 13, 0, 9, 14, 12, 10, 6]"
0.56419,17,43,"[11, 3, 7, 13, 16, 0, 6, 8, 14, 1, 9, 15, 2, 4, 10, 12, 5]"
0.05993,17,44,"[14, 10, 0, 2, 8, 15, 9, 1, 5, 16, 12, 7, 4, 13, 3, 6, 11]"
0.18834,17,45,"[11, 9, 3, 1, 14, 10, 0, 16, 12, 4, 6, 8, 2, 15, 13, 7, 5]"
0.01471,17,46,"[13, 10, 5, 7, 2, 12, 14, 1, 4, 0, 16, 11, 9, 6, 15, 3, 8]"
0.66318,17,47,"[7, 14, 10, 3, 0, 11, 4, 1, 9, 12, 15, 2, 16, 6, 13, 5, 8]"
3.45922,17,48,"[12, 4, 0, 5, 3, 16, 10, 13, 9, 6, 15, 2, 7, 1, 14, 11, 8]"
0.34101,17,49,"[3, 9, 11, 4, 2, 16, 12, 7, 1, 13, 15, 6, 14, 10, 5, 0, 8]"
0.25442,17,50,"[7, 12, 10, 5, 0, 4, 11, 16, 6, 13, 1, 8, 15, 2, 14, 3, 9]"
5.99778,18,41,"[15, 6, 8, 13, 5, 17, 2, 14, 16, 11, 4, 1, 7, 10, 12, 3, 9, 0]"
2.26221,18,42,"[9, 13, 15, 2, 0, 5, 1, 4, 11, 16, 12, 17, 3, 14, 6, 8, 10, 7]"
8.24766,18,43,"[0, 15, 17, 9, 11, 3, 8, 4, 16, 1, 13, 2, 6, 14, 7, 10, 12, 5]"
2.78658,18,44,"[12, 3, 8, 10, 15, 13, 16, 2, 7, 5, 14, 0, 17, 4, 6, 1, 9, 11]"
0.3583,18,45,"[11, 17, 8, 4, 2, 0, 13, 16, 7, 5, 12, 14, 9, 3, 6, 15, 1, 10]"
0.80912,18,46,"[8, 3, 9, 17, 1, 5, 15, 0, 4, 10, 16, 14, 6, 11, 13, 2, 7, 12]"
5.23288,18,47,"[2, 6, 17, 9, 12, 3, 15, 8, 1, 4, 10, 0, 16, 5, 13, 11, 7, 14]"
6.53792,18,48,"[11, 7, 15, 2, 5, 10, 14, 17, 6, 16, 12, 8, 1, 13, 9, 3, 0, 4]"
1.11237,18,49,"[15, 5, 11, 16, 0, 4, 8, 10, 2, 9, 1, 17, 13, 3, 7, 12, 14, 6]"
0.56362,18,50,"[11, 1, 6, 10, 12, 14, 0, 2, 7, 5, 13, 16, 9, 4, 15, 17, 8, 3]"
0.93958,19,41,"[8, 18, 3, 1, 9, 5, 12, 14, 17, 0, 6, 15, 11, 7, 16, 2, 13, 10, 4]"
1.60703,19,42,"[12, 3, 9, 7, 2, 10, 15, 17, 14, 0, 6, 8, 5, 1, 4, 18, 16, 11, 13]"
4.63975,19,43,"[6, 2, 7, 1, 14, 18, 13, 15, 12, 5, 3, 0, 4, 8, 11, 17, 10, 16, 9]"
3.68513,19,44,"[6, 16, 18, 15, 17, 10, 2, 7, 11, 4, 1, 13, 0, 3, 8, 12, 14, 9, 5]"
10.30177,19,45,"[7, 10, 0, 16, 5, 9, 12, 18, 13, 4, 6, 1, 15, 2, 14, 17, 8, 3, 11]"
4.31703,19,46,"[9, 0, 4, 13, 1, 6, 17, 5, 14, 12, 15, 18, 16, 7, 10, 3, 11, 2, 8]"
4.07114,19,47,"[10, 1, 9, 12, 3, 0, 11, 18, 4, 13, 16, 2, 6, 14, 17, 8, 5, 7, 15]"
6.25285,19,48,"[5, 10, 17, 3, 14, 16, 4, 9, 1, 13, 7, 12, 8, 2, 0, 18, 15, 11, 6]"
8.57687,19,49,"[8, 1, 16, 7, 2, 15, 17, 10, 13, 4, 12, 0, 18, 3, 5, 11, 9, 14, 6]"
1.17054,19,50,"[18, 12, 1, 13, 10, 17, 11, 0, 3, 6, 2, 15, 8, 14, 5, 9, 16, 4, 7]"
3.31854,20,41,"[3, 15, 9, 7, 14, 4, 1, 18, 16, 11, 19, 2, 5, 13, 8, 12, 17, 6, 10, 0]"
2.55974,20,42,"[5, 10, 15, 11, 2, 4, 16, 19, 0, 9, 6, 17, 7, 14, 1, 18, 13, 8, 3, 12]"
2.98289,20,43,"[17, 6, 3, 16, 11, 9, 15, 5, 1, 19, 10, 14, 4, 0, 8, 12, 2, 7, 13, 18]"
3.4568,20,44,"[8, 12, 2, 16, 7, 1, 15, 9, 18, 0, 4, 6, 10, 19, 13, 3, 17, 14, 5, 11]"
7.21141,20,45,"[7, 19, 6, 8, 10, 18, 15, 2, 5, 17, 9, 11, 4, 14, 1, 3, 12, 0, 16, 13]"
7.53255,20,46,"[5, 10, 8, 19, 15, 12, 9, 0, 6, 17, 14, 7, 1, 3, 13, 16, 18, 11, 2, 4]"
1.16069,20,47,"[5, 8, 19, 15, 12, 3, 17, 10, 2, 6, 1, 13, 16, 9, 0, 14, 4, 18, 7, 11]"
2.87291,20,48,"[16, 8, 11, 7, 0, 10, 17, 4, 9, 15, 18, 3, 14, 6, 13, 5, 19, 1, 12, 2]"
2.90668,20,49,"[16, 14, 10, 8, 0, 17, 3, 7, 9, 12, 19, 2, 18, 15, 6, 4, 11, 1, 5, 13]"
0.16487,20,50,"[11, 14, 16, 5, 13, 1, 3, 15, 6, 12, 0, 18, 7, 19, 2, 9, 17, 8, 10, 4]"
6.36417,21,41,"[4, 8, 16, 13, 17, 14, 9, 19, 0, 3, 7, 2, 11, 15, 10, 20, 6, 12, 18, 1, 5]"
26.3884,21,42,"[9, 6, 2, 14, 17, 0, 5, 13, 4, 16, 20, 8, 15, 1, 12, 7, 18, 11, 19, 10, 3]"
3.73161,21,43,"[12, 18, 6, 4, 11, 0, 16, 7, 19, 1, 13, 20, 5, 15, 10, 3, 14, 8, 17, 2, 9]"
8.39722,21,44,"[10, 16, 9, 15, 4, 1, 20, 5, 11, 6, 18, 2, 17, 8, 13, 7, 0, 3, 19, 12, 14]"
0.32396,21,45,"[9, 6, 0, 15, 7, 1, 14, 17, 2, 4, 12, 18, 13, 3, 20, 8, 5, 16, 10, 19, 11]"
14.43908,21,46,"[12, 15, 3, 6, 11, 2, 4, 18, 16, 14, 1, 20, 7, 13, 8, 17, 5, 10, 0, 9, 19]"
6.65086,21,47,"[15, 18, 9, 2, 10, 13, 3, 5, 20, 4, 0, 11, 17, 14, 7, 19, 8, 6, 12, 1, 16]"
5.80598,21,48,"[10, 18, 16, 8, 2, 7, 17, 0, 9, 12, 14, 19, 4, 1, 20, 11, 6, 3, 15, 13, 5]"
0.63322,21,49,"[7, 14, 11, 8, 6, 0, 20, 17, 19, 3, 18, 9, 4, 10, 15, 2, 16, 13, 1, 12, 5]"
5.55184,21,50,"[10, 5, 16, 9, 11, 2, 7, 1, 19, 17, 13, 20, 4, 12, 0, 6, 3, 15, 18, 14, 8]"
4.38532,22,41,"[8, 6, 14, 9, 7, 12, 20, 17, 2, 10, 19, 4, 16, 0, 13, 5, 18, 1, 15, 11, 3, 21]"
6.24973,22,42,"[12, 15, 21, 18, 4, 9, 11, 6, 2, 0, 17, 20, 14, 19, 10, 5, 3, 1, 7, 16, 8, 13]"
17.60157,22,43,"[5, 9, 4, 18, 14, 17, 3, 13, 11, 8, 2, 0, 19, 1, 10, 15, 20, 12, 16, 6, 21, 7]"
5.60909,22,44,"[8, 10, 17, 9, 21, 15, 1, 3, 13, 7, 4, 12, 19, 16, 14, 2, 18, 5, 0, 11, 6, 20]"
3.11854,22,45,"[14, 9, 3, 18, 4, 17, 0, 20, 11, 6, 8, 13, 16, 19, 21, 2, 15, 12, 7, 1, 10, 5]"
10.17905,22,46,"[14, 5, 21, 15, 9, 4, 16, 13, 3, 10, 17, 20, 0, 2, 11, 18, 1, 7, 12, 19, 6, 8]"
90.91123,22,47,"[10, 16, 18, 2, 4, 1, 17, 8, 6, 0, 14, 19, 7, 15, 20, 3, 13, 9, 21, 12, 5, 11]"
10.65043,22,48,"[8, 2, 11, 14, 21, 0, 16, 4, 13, 5, 10, 17, 15, 6, 12, 19, 7, 1, 20, 18, 9, 3]"
23.85053,22,49,"[2, 13, 18, 3, 8, 12, 5, 21, 16, 20, 11, 7, 1, 6, 19, 0, 10, 14, 9, 17, 15, 4]"
17.04986,22,50,"[9, 1, 15, 7, 12, 0, 5, 17, 4, 20, 13, 8, 3, 18, 16, 21, 2, 10, 19, 6, 14, 11]"
25.05643,23,41,"[7, 20, 4, 14, 16, 11, 5, 3, 21, 0, 2, 19, 10, 13, 18, 12, 17, 6, 1, 22, 8, 15, 9]"
2.9163,23,42,"[7, 4, 11, 15, 10, 21, 19, 17, 1, 6, 12, 5, 0, 14, 22, 20, 3, 16, 13, 9, 18, 2, 8]"
11.82893,23,43,"[14, 19, 17, 7, 3, 13, 6, 2, 9, 20, 12, 16, 18, 0, 21, 11, 5, 8, 10, 22, 4, 15, 1]"
