time,N,numThreads,queens
0.62827,13,36,"[6, 11, 5, 7, 0, 10, 3, 1, 8, 4, 9, 12, 2]"
0.19873,13,37,"[5, 9, 12, 3, 8, 2, 7, 1, 11, 0, 6, 4, 10]"
0.30538,13,38,"[6, 4, 9, 7, 12, 3, 1, 8, 10, 0, 2, 11, 5]"
0.13282,13,39,"[9, 12, 3, 0, 7, 10, 4, 1, 8, 5, 2, 6, 11]"
0.14422,13,40,"[4, 0, 8, 3, 12, 7, 9, 1, 5, 2, 11, 6, 10]"
0.07929,14,31,"[5, 9, 2, 10, 8, 1, 12, 4, 6, 0, 11, 13, 7, 3]"
0.06954,14,32,"[3, 1, 4, 9, 13, 10, 7, 11, 6, 2, 0, 5, 8, 12]"
0.22188,14,33,"[11, 7, 5, 12, 2, 13, 6, 9, 1, 4, 0, 3, 8, 10]"
0.03092,14,34,"[13, 5, 2, 8, 3, 12, 9, 1, 6, 11, 0, 7, 4, 10]"
0.1198,14,35,"[7, 9, 4, 12, 10, 8, 3, 1, 13, 2, 6, 11, 0, 5]"
0.52355,14,36,"[10, 7, 13, 6, 2, 12, 5, 0, 4, 9, 11, 8, 1, 3]"
0.53093,14,37,"[8, 6, 11, 7, 2, 0, 5, 13, 10, 12, 4, 1, 3, 9]"
0.61825,14,38,"[5, 2, 12, 1, 4, 8, 13, 0, 3, 11, 7, 10, 6, 9]"
1.57983,14,39,"[5, 10, 4, 1, 8, 12, 9, 6, 2, 0, 11, 3, 7, 13]"
0.85683,14,40,"[11, 7, 1, 4, 12, 9, 6, 10, 2, 0, 3, 13, 8, 5]"
0.46747,15,31,"[12, 5, 1, 4, 11, 13, 8, 2, 0, 7, 10, 14, 9, 6, 3]"
0.09239,15,32,"[5, 7, 13, 6, 0, 14, 10, 4, 9, 1, 3, 11, 2, 8, 12]"
0.01824,15,33,"[5, 11, 6, 3, 12, 14, 7, 10, 2, 0, 8, 4, 9, 1, 13]"
0.85304,15,34,"[3, 6, 4, 10, 13, 0, 14, 8, 2, 7, 9, 1, 12, 5, 11]"
1.4861,15,35,"[8, 10, 12, 14, 3, 5, 13, 9, 1, 4, 11, 7, 0, 2, 6]"
0.15096,15,36,"[5, 3, 12, 4, 11, 8, 10, 2, 14, 1, 9, 0, 6, 13, 7]"
1.02521,15,37,"[9, 0, 3, 1, 6, 13, 11, 7, 12, 2, 5, 14, 4, 10, 8]"
0.8564,15,38,"[8, 0, 12, 6, 13, 1, 4, 14, 5, 10, 2, 11, 3, 7, 9]"
1.38861,15,39,"[0, 4, 13, 11, 6, 1, 12, 5, 9, 2, 14, 10, 7, 3, 8]"
0.9574,15,40,"[7, 10, 2, 6, 8, 0, 11, 1, 14, 5, 3, 13, 9, 12, 4]"
1.01767,16,31,"[15, 9, 12, 4, 0, 3, 5, 14, 10, 13, 2, 6, 1, 7, 11, 8]"
1.39771,16,32,"[13, 8, 4, 12, 7, 11, 2, 0, 6, 1, 10, 15, 9, 14, 5, 3]"
1.01356,16,33,"[9, 7, 12, 0, 15, 1, 10, 5, 2, 4, 11, 14, 3, 13, 6, 8]"
1.90851,16,34,"[2, 13, 5, 10, 1, 15, 4, 8, 14, 0, 9, 6, 12, 3, 7, 11]"
1.57464,16,35,"[7, 2, 8, 5, 14, 1, 15, 12, 6, 0, 3, 11, 4, 10, 13, 9]"
0.13599,16,36,"[1, 8, 10, 5, 0, 15, 9, 11, 13, 7, 4, 2, 12, 6, 3, 14]"
0.1965,16,37,"[1, 10, 5, 3, 12, 7, 11, 14, 6, 4, 0, 15, 8, 2, 13, 9]"
0.67753,16,38,"[9, 5, 2, 8, 11, 15, 12, 1, 4, 10, 13, 6, 14, 3, 0, 7]"
1.02514,16,39,"[5, 9, 1, 3, 7, 15, 13, 11, 14, 6, 4, 12, 0, 8, 10, 2]"
0.26713,16,40,"[14, 6, 13, 5, 7, 0, 3, 15, 2, 9, 11, 1, 4, 12, 10, 8]"
0.35118,17,31,"[13, 3, 7, 11, 4, 14, 0, 8, 12, 16, 6, 1, 10, 5, 9, 2, 15]"
3.79638,17,32,"[4, 12, 7, 5, 13, 6, 14, 0, 2, 15, 9, 1, 10, 8, 11, 3, 16]"
1.76895,17,33,"[5, 2, 12, 10, 8, 3, 15, 13, 16, 6, 0, 7, 11, 4, 14, 1, 9]"
0.78089,17,34,"[9, 7, 10, 0, 6, 8, 16, 11, 13, 5, 1, 4, 12, 3, 15, 2, 14]"
1.2247,17,35,"[10, 7, 5, 2, 13, 1, 14, 12, 3, 6, 8, 11, 4, 15, 0, 16, 9]"
1.06363,17,36,"[12, 8, 16, 2, 10, 14, 7, 3, 0, 11, 13, 5, 9, 4, 1, 15, 6]"
0.5848,17,37,"[10, 0, 6, 15, 9, 2, 14, 8, 4, 16, 1, 13, 5, 3, 12, 7, 11]"
0.31023,17,38,"[15, 1, 9, 14, 5, 2, 12, 6, 4, 13, 0, 3, 7, 11, 16, 8, 10]"
0.64621,17,39,"[0, 2, 10, 7, 9, 11, 15, 1, 3, 16, 13, 4, 8, 5, 12, 14, 6]"
1.29892,17,40,"[12, 8, 4, 13, 10, 16, 2, 15, 7, 14, 0, 6, 1, 11, 5, 3, 9]"
5.23729,18,31,"[8, 2, 9, 16, 13, 4, 10, 3, 6, 14, 12, 1, 15, 7, 11, 0, 5, 17]"
3.35936,18,32,"[10, 2, 9, 12, 1, 3, 17, 13, 11, 4, 14, 7, 5, 15, 8, 6, 0, 16]"
4.54838,18,33,"[6, 11, 13, 5, 12, 0, 15, 10, 2, 14, 3, 9, 16, 1, 4, 7, 17, 8]"
2.97668,18,34,"[7, 13, 8, 14, 1, 10, 5, 2, 16, 11, 3, 12, 6, 9, 17, 4, 0, 15]"
1.48061,18,35,"[6, 2, 12, 5, 9, 17, 4, 14, 11, 0, 7, 15, 8, 3, 13, 10, 16, 1]"
2.84439,18,36,"[9, 14, 10, 5, 15, 1, 11, 7, 3, 16, 0, 2, 6, 17, 12, 8, 13, 4]"
2.54196,18,37,"[9, 17, 13, 2, 6, 12, 0, 15, 4, 7, 10, 3, 1, 16, 5, 8, 11, 14]"
2.75032,18,38,"[12, 17, 13, 0, 3, 5, 8, 10, 15, 4, 1, 9, 16, 14, 7, 11, 6, 2]"
1.2333,18,39,"[2, 15, 9, 12, 14, 17, 4, 7, 5, 0, 16, 1, 11, 6, 3, 10, 8, 13]"
2.44733,18,40,"[14, 8, 6, 13, 15, 5, 0, 4, 7, 17, 11, 1, 10, 16, 9, 2, 12, 3]"
3.22748,19,31,"[8, 10, 13, 18, 9, 0, 3, 17, 11, 7, 12, 1, 16, 5, 15, 2, 4, 6, 14]"
0.82531,19,32,"[1, 10, 15, 5, 8, 13, 0, 3, 14, 16, 9, 2, 17, 11, 7, 12, 4, 6, 18]"
1.77069,19,33,"[3, 5, 16, 1, 4, 12, 15, 8, 14, 17, 9, 0, 2, 18, 6, 10, 7, 13, 11]"
1.28675,19,34,"[15, 4, 8, 11, 2, 7, 3, 1, 17, 10, 14, 18, 5, 13, 9, 6, 12, 16, 0]"
2.48639,19,35,"[4, 9, 14, 5, 17, 12, 1, 13, 18, 0, 8, 16, 2, 10, 15, 7, 3, 11, 6]"
0.25602,19,36,"[6, 15, 7, 5, 3, 14, 4, 17, 12, 9, 18, 2, 0, 10, 8, 16, 1, 13, 11]"
3.55352,19,37,"[2, 10, 6, 17, 14, 8, 3, 0, 4, 1, 11, 16, 18, 13, 5, 9, 15, 12, 7]"
0.83155,19,38,"[8, 6, 15, 13, 0, 16, 7, 4, 2, 11, 17, 1, 3, 12, 9, 18, 14, 5, 10]"
1.96826,19,39,"[9, 14, 10, 18, 2, 0, 12, 6, 11, 13, 15, 3, 8, 4, 16, 1, 17, 7, 5]"
0.37175,19,40,"[10, 14, 9, 17, 2, 11, 6, 15, 1, 18, 4, 12, 16, 8, 5, 3, 13, 0, 7]"
2.84103,20,31,"[5, 12, 9, 19, 3, 1, 4, 10, 16, 6, 2, 17, 14, 8, 0, 15, 7, 18, 11, 13]"
34.5623,20,32,"[14, 12, 5, 7, 19, 11, 0, 17, 1, 18, 2, 6, 10, 13, 16, 4, 15, 8, 3, 9]"
8.08836,20,33,"[7, 0, 15, 19, 6, 8, 14, 11, 4, 18, 16, 3, 17, 10, 1, 13, 9, 2, 12, 5]"
8.33198,20,34,"[15, 12, 10, 17, 5, 11, 1, 14, 0, 19, 8, 16, 2, 6, 3, 9, 7, 13, 4, 18]"
15.59528,20,35,"[7, 4, 14, 8, 15, 5, 2, 13, 17, 6, 3, 10, 0, 11, 18, 16, 1, 19, 12, 9]"
8.36167,20,36,"[12, 14, 18, 8, 0, 5, 13, 2, 17, 7, 11, 3, 1, 19, 16, 9, 6, 10, 15, 4]"
4.78171,20,37,"[3, 7, 14, 18, 11, 13, 0, 17, 5, 2, 10, 12, 16, 9, 19, 4, 1, 15, 8, 6]"
24.88962,20,38,"[15, 8, 0, 5, 7, 19, 6, 16, 12, 17, 4, 2, 9, 3, 13, 10, 1, 18, 14, 11]"
19.50899,20,39,"[9, 0, 12, 5, 8, 19, 4, 15, 11, 16, 3, 7, 17, 13, 2, 6, 1, 18, 10, 14]"
2.6414,20,40,"[12, 5, 15, 18, 6, 14, 3, 0, 8, 16, 4, 2, 11, 19, 10, 7, 17, 1, 13, 9]"
0.69107,21,31,"[8, 6, 4, 20, 17, 0, 12, 5, 18, 2, 7, 14, 1, 9, 15, 19, 3, 16, 10, 13, 11]"
12.56315,21,32,"[4, 10, 15, 19, 11, 13, 2, 9, 18, 1, 3, 8, 0, 12, 17, 6, 16, 7, 5, 20, 14]"
9.17314,21,33,"[2, 15, 18, 12, 3, 9, 7, 19, 4, 0, 17, 11, 5, 16, 20, 13, 8, 6, 1, 14, 10]"
5.39983,21,34,"[8, 10, 5, 13, 20, 1, 7, 18, 14, 11, 2, 16, 6, 4, 0, 19, 3, 15, 17, 12, 9]"
5.72897,21,35,"[2, 18, 11, 14, 7, 17, 12, 5, 1, 19, 15, 10, 4, 20, 9, 0, 13, 3, 6, 8, 16]"
9.7518,21,36,"[20, 15, 12, 6, 8, 3, 11, 0, 14, 17, 5, 2, 13, 10, 4, 9, 18, 16, 1, 19, 7]"
28.83836,21,37,"[14, 5, 17, 1, 3, 7, 9, 2, 8, 15, 18, 12, 19, 4, 11, 20, 6, 10, 0, 13, 16]"
5.16898,21,38,"[13, 5, 1, 9, 11, 16, 18, 10, 6, 17, 15, 0, 8, 14, 2, 7, 3, 19, 12, 4, 20]"
12.23808,21,39,"[11, 7, 14, 4, 13, 10, 0, 6, 16, 9, 20, 18, 15, 1, 5, 19, 12, 3, 8, 17, 2]"
4.51259,21,40,"[12, 10, 16, 14, 11, 3, 7, 0, 8, 1, 20, 17, 2, 18, 9, 4, 19, 5, 15, 13, 6]"
38.12189,22,31,"[19, 7, 14, 0, 5, 12, 6, 11, 21, 1, 18, 20, 2, 9, 16, 10, 4, 15, 17, 8, 13, 3]"
19.36462,22,32,"[20, 18, 0, 12, 8, 21, 3, 7, 19, 1, 11, 13, 5, 16, 2, 10, 15, 6, 4, 9, 14, 17]"
1.0691,22,33,"[13, 15, 9, 12, 20, 2, 16, 10, 4, 14, 0, 3, 18, 7, 5, 19, 11, 1, 17, 6, 8, 21]"
23.02197,22,34,"[15, 6, 21, 9, 2, 12, 14, 11, 1, 20, 0, 8, 4, 13, 16, 10, 19, 5, 3, 18, 7, 17]"
18.80219,22,35,"[15, 17, 10, 4, 9, 5, 18, 21, 0, 12, 20, 8, 14, 1, 13, 19, 7, 3, 11, 6, 2, 16]"
23.74413,22,36,"[12, 18, 5, 0, 9, 20, 2, 14, 7, 11, 4, 19, 21, 13, 3, 16, 6, 1, 10, 17, 15, 8]"
16.63631,22,37,"[11, 5, 14, 17, 6, 10, 1, 20, 15, 8, 16, 3, 21, 0, 7, 4, 13, 18, 12, 9, 2, 19]"
20.15401,22,38,"[1, 21, 8, 17, 19, 7, 2, 10, 6, 20, 15, 4, 16, 0, 13, 3, 5, 9, 12, 14, 11, 18]"
9.16149,22,39,"[2, 10, 8, 14, 5, 13, 19, 0, 12, 6, 20, 11, 17, 1, 21, 4, 7, 9, 3, 15, 18, 16]"
7.50087,22,40,"[4, 21, 3, 20, 10, 7, 13, 6, 0, 17, 19, 14, 5, 8, 2, 15, 12, 1, 9, 16, 18, 11]"
28.11037,23,31,"[14, 8, 3, 16, 6, 11, 2, 15, 18, 20, 22, 4, 12, 7, 19, 10, 5, 0, 21, 9, 17, 13, 1]"
9.92112,23,32,"[18, 16, 9, 11, 15, 1, 4, 0, 21, 14, 2, 13, 3, 7, 20, 12, 17, 5, 8, 6, 19, 10, 22]"
37.93136,23,33,"[8, 13, 11, 7, 5, 22, 12, 18, 21, 19, 2, 0, 9, 20, 10, 15, 6, 3, 1, 17, 14, 16, 4]"
63.45123,23,34,"[12, 14, 3, 22, 10, 4, 11, 17, 2, 18, 21, 19, 16, 5, 9, 1, 6, 20, 15, 7, 0, 8, 13]"
11.8968,23,35,"[18, 9, 12, 6, 16, 3, 15, 20, 8, 13, 1, 4, 7, 10, 21, 17, 22, 0, 19, 11, 14, 5, 2]"
62.97281,23,36,"[1, 9, 22, 12, 4, 15, 13, 19, 3, 7, 21, 14, 17, 0, 20, 8, 2, 5, 10, 18, 16, 6, 11]"
15.12856,23,37,"[12, 15, 8, 20, 22, 6, 1, 10, 7, 16, 3, 11, 21, 18, 0, 19, 5, 2, 9, 13, 4, 17, 14]"
11.31834,23,38,"[7, 20, 15, 17, 5, 14, 8, 22, 19, 9, 1, 4, 18, 0, 11, 13, 10, 21, 6, 3, 16, 2, 12]"
33.21888,23,39,"[16, 8, 13, 15, 9, 1, 4, 0, 17, 10, 20, 6, 14, 21, 18, 12, 22, 11, 5, 2, 19, 3, 7]"
17.83373,23,40,"[1, 11, 8, 5, 20, 16, 9, 19, 21, 13, 18, 2, 7, 22, 3, 12, 4, 15, 0, 6, 10, 17, 14]"
34.70471,24,31,"[22, 1, 10, 7, 17, 6, 0, 16, 20, 15, 3, 9, 2, 23, 13, 4, 19, 12, 14, 21, 5, 18, 8, 11]"
12.55872,24,32,"[19, 16, 11, 15, 10, 4, 20, 14, 8, 22, 13, 1, 23, 21, 18, 0, 9, 3, 6, 17, 2, 12, 5, 7]"
19.90985,24,33,"[15, 10, 2, 22, 17, 13, 18, 1, 5, 19, 6, 3, 7, 20, 12, 14, 21, 0, 4, 8, 23, 11, 9, 16]"
11.31717,24,34,"[9, 11, 16, 3, 22, 18, 8, 12, 19, 21, 7, 4, 20, 0, 15, 13, 6, 23, 17, 1, 5, 10, 2, 14]"
50.5509,24,35,"[20, 12, 16, 1, 7, 0, 13, 3, 8, 22, 18, 15, 2, 10, 23, 6, 17, 5, 11, 21, 19, 4, 14, 9]"
8.62381,24,36,"[10, 15, 18, 5, 13, 17, 23, 6, 19, 3, 14, 8, 2, 20, 12, 0, 21, 4, 7, 11, 16, 22, 1, 9]"
45.88905,24,37,"[23, 12, 18, 8, 1, 17, 21, 10, 0, 5, 19, 15, 7, 2, 4, 16, 14, 11, 3, 6, 13, 20, 22, 9]"
16.97128,24,38,"[18, 14, 7, 17, 2, 20, 23, 4, 0, 8, 21, 15, 12, 3, 9, 6, 19, 10, 1, 13, 16, 22, 11, 5]"
63.86087,24,39,"[23, 1, 11, 8, 17, 9, 3, 0, 4, 19, 16, 22, 15, 21, 6, 14, 2, 7, 12, 20, 5, 10, 13, 18]"
47.93582,24,40,"[12, 2, 20, 7, 14, 22, 17, 9, 6, 16, 3, 10, 8, 21, 1, 15, 19, 0, 23, 5, 11, 18, 4, 13]"
49.9298,25,31,"[10, 14, 21, 4, 7, 23, 11, 15, 5, 20, 24, 3, 18, 8, 12, 9, 0, 16, 1, 19, 22, 6, 13, 2, 17]"
38.10209,25,32,"[24, 22, 10, 12, 3, 21, 11, 1, 6, 4, 17, 8, 18, 23, 7, 16, 2, 20, 14, 19, 9, 13, 0, 5, 15]"
28.25745,25,33,"[1, 20, 7, 17, 10, 2, 22, 16, 4, 9, 14, 24, 19, 3, 12, 0, 11, 5, 21, 6, 13, 23, 8, 15, 18]"
3.11531,25,34,"[20, 18, 1, 13, 17, 5, 2, 16, 6, 4, 12, 14, 24, 19, 15, 23, 10, 0, 22, 9, 7, 3, 8, 11, 21]"
21.40721,25,35,"[15, 3, 8, 13, 4, 23, 19, 10, 6, 20, 17, 7, 9, 0, 18, 16, 24, 22, 1, 5, 2, 12, 21, 11, 14]"
85.59061,25,36,"[2, 4, 10, 22, 18, 6, 24, 12, 19, 9, 14, 17, 21, 8, 1, 5, 0, 15, 11, 7, 3, 13, 16, 20, 23]"
122.40074,25,37,"[6, 4, 11, 7, 19, 16, 14, 12, 22, 3, 1, 24, 2, 23, 13, 10, 17, 5, 0, 21, 9, 18, 20, 15, 8]"
156.27481,25,38,"[3, 10, 19, 9, 11, 18, 1, 22, 2, 13, 15, 8, 14, 24, 0, 23, 4, 7, 17, 12, 21, 6, 20, 5, 16]"
143.30897,25,39,"[15, 10, 19, 3, 6, 4, 7, 11, 21, 23, 18, 9, 24, 1, 17, 12, 0, 22, 8, 5, 2, 13, 16, 14, 20]"
55.49098,25,40,"[19, 0, 8, 12, 7, 3, 17, 9, 20, 22, 14, 2, 5, 21, 4, 10, 13, 18, 23, 1, 16, 6, 11, 15, 24]"
20.05343,26,31,"[14, 19, 0, 5, 7, 4, 17, 23, 16, 18, 6, 8, 25, 2, 21, 3, 20, 11, 13, 10, 12, 1, 22, 24, 9, 15]"
153.5377,26,32,"[11, 16, 7, 24, 12, 1, 13, 6, 17, 25, 14, 21, 3, 5, 0, 8, 19, 4, 2, 20, 10, 15, 22, 18, 9, 23]"
98.67254,26,33,"[12, 16, 19, 25, 5, 9, 24, 20, 14, 2, 21, 8, 1, 13, 22, 18, 7, 3, 0, 6, 4, 11, 17, 15, 23, 10]"
132.38162,26,34,"[20, 15, 10, 6, 19, 9, 4, 1, 5, 2, 23, 21, 17, 22, 13, 0, 12, 24, 18, 7, 11, 3, 8, 25, 16, 14]"
12.10644,26,35,"[4, 6, 20, 25, 14, 18, 13, 7, 24, 1, 16, 0, 3, 21, 10, 5, 9, 12, 15, 22, 19, 23, 8, 17, 11, 2]"
31.7071,26,36,"[23, 5, 15, 4, 14, 10, 21, 7, 17, 3, 1, 13, 24, 16, 6, 11, 22, 2, 25, 9, 19, 0, 20, 18, 8, 12]"
156.56019,26,37,"[14, 17, 20, 12, 19, 22, 11, 13, 3, 1, 6, 23, 0, 24, 7, 9, 15, 2, 18, 16, 10, 5, 25, 21, 4, 8]"
2.44394,26,38,"[18, 6, 21, 12, 25, 4, 10, 17, 0, 5, 11, 8, 23, 20, 22, 15, 1, 3, 7, 13, 2, 19, 24, 16, 14, 9]"
47.44192,26,39,"[10, 15, 3, 14, 0, 21, 24, 11, 23, 12, 5, 8, 1, 25, 19, 17, 4, 7, 18, 6, 2, 20, 13, 16, 22, 9]"
1000.20968,26,40,"[9, 20, 5, 13, 8, 19, 11, 7, 24, 21, 23, 0, 6, 10, 12, 16, 4, 2, 17, 25, 22, 1, 14, 18, 15, 3]"
139.83795,27,31,"[19, 3, 18, 23, 14, 4, 11, 1, 16, 24, 2, 20, 13, 17, 25, 6, 0, 10, 5, 9, 15, 21, 7, 26, 12, 22, 8]"
129.16999,27,32,"[14, 1, 23, 6, 15, 13, 5, 20, 12, 26, 16, 21, 4, 25, 10, 2, 7, 24, 3, 9, 22, 18, 0, 17, 19, 11, 8]"
90.53918,27,33,"[9, 11, 13, 2, 19, 1, 24, 20, 6, 23, 15, 18, 12, 5, 22, 4, 10, 14, 3, 21, 26, 7, 0, 16, 25, 8, 17]"
66.59569,27,34,"[23, 8, 5, 15, 17, 25, 16, 1, 12, 24, 9, 2, 20, 22, 3, 11, 0, 7, 13, 6, 18, 21, 14, 4, 10, 26, 19]"
188.12904,27,35,"[19, 21, 0, 12, 26, 11, 6, 17, 23, 16, 1, 7, 2, 14, 25, 20, 4, 9, 3, 18, 13, 8, 24, 5, 10, 22, 15]"
3523.32246,27,36,"[23, 11, 18, 8, 2, 12, 1, 22, 17, 13, 6, 24, 15, 21, 0, 9, 3, 16, 10, 25, 20, 5, 19, 14, 26, 7, 4]"
2624.58875,27,37,"[15, 21, 7, 2, 4, 13, 17, 20, 9, 5, 22, 0, 19, 8, 11, 24, 14, 23, 1, 10, 6, 25, 16, 26, 12, 3, 18]"
1033.02679,27,38,"[10, 13, 11, 6, 17, 2, 26, 1, 23, 9, 15, 25, 4, 21, 12, 14, 22, 24, 5, 20, 0, 3, 18, 7, 19, 8, 16]"
1005.48114,27,39,"[11, 26, 10, 17, 14, 2, 9, 19, 21, 15, 25, 6, 1, 20, 5, 13, 0, 4, 18, 24, 3, 23, 12, 8, 16, 7, 22]"
2970.21099,27,40,"[10, 24, 13, 9, 0, 3, 8, 20, 25, 2, 26, 12, 17, 22, 4, 7, 23, 14, 1, 18, 6, 21, 16, 11, 19, 5, 15]"
2969.87064,28,31,"[13, 24, 26, 23, 8, 5, 9, 4, 22, 15, 12, 3, 21, 6, 25, 2, 0, 27, 14, 1, 18, 20, 7, 17, 19, 11, 16, 10]"
6211.79919,28,32,"[9, 18, 6, 3, 25, 0, 14, 21, 13, 16, 20, 26, 24, 4, 27, 1, 10, 5, 17, 12, 7, 23, 2, 19, 22, 15, 8, 11]"
2077.72191,28,33,"[26, 16, 18, 20, 5, 10, 2, 7, 19, 13, 3, 17, 24, 27, 23, 14, 8, 15, 1, 6, 11, 0, 25, 12, 21, 9, 4, 22]"
1937.30539,28,34,"[20, 15, 19, 11, 2, 17, 5, 3, 23, 9, 26, 18, 0, 6, 16, 25, 1, 21, 24, 14, 7, 13, 4, 12, 8, 22, 27, 10]"
10012.98145,28,35,"[14, 20, 17, 9, 11, 2, 7, 3, 26, 22, 12, 0, 23, 16, 4, 25, 10, 15, 27, 24, 5, 21, 1, 18, 6, 8, 13, 19]"
956.81036,28,36,"[18, 5, 7, 12, 24, 22, 20, 26, 21, 8, 6, 23, 2, 19, 9, 15, 3, 25, 4, 16, 11, 0, 14, 17, 1, 13, 27, 10]"
4596.9039,28,37,"[10, 14, 5, 2, 21, 6, 15, 19, 16, 23, 7, 1, 8, 24, 0, 13, 22, 17, 25, 3, 9, 12, 26, 4, 11, 27, 18, 20]"
25.39557,28,38,"[10, 21, 18, 11, 2, 4, 23, 19, 3, 22, 14, 16, 6, 27, 7, 24, 0, 17, 5, 25, 12, 9, 13, 20, 26, 8, 15, 1]"
254.98599,28,39,"[21, 1, 9, 14, 6, 18, 20, 22, 7, 4, 27, 3, 15, 17, 11, 13, 25, 23, 0, 24, 16, 12, 2, 8, 10, 26, 19, 5]"
61.88619,28,40,"[19, 2, 20, 9, 25, 12, 10, 18, 24, 1, 8, 26, 3, 21, 27, 15, 5, 11, 6, 14, 23, 17, 4, 0, 7, 22, 16, 13]"
1.66503,29,31,"[11, 21, 5, 17, 26, 22, 0, 6, 1, 10, 8, 23, 9, 28, 2, 20, 16, 19, 27, 14, 4, 25, 7, 3, 15, 12, 18, 13, 24]"
114.62497,29,32,"[28, 20, 13, 7, 21, 1, 11, 9, 23, 25, 16, 3, 6, 10, 5, 18, 14, 24, 2, 27, 19, 8, 15, 4, 0, 26, 12, 22, 17]"
4691.06845,29,33,"[1, 12, 20, 0, 11, 19, 14, 28, 4, 9, 23, 5, 22, 16, 13, 27, 25, 2, 10, 21, 6, 26, 3, 7, 15, 18, 24, 17, 8]"
516.76582,29,34,"[17, 4, 7, 16, 27, 20, 0, 28, 26, 15, 22, 11, 9, 2, 13, 8, 23, 25, 10, 1, 21, 5, 18, 6, 14, 12, 24, 3, 19]"
1033.29661,29,35,"[22, 8, 18, 21, 4, 7, 12, 10, 28, 5, 20, 0, 27, 24, 1, 13, 11, 26, 15, 23, 6, 14, 16, 2, 25, 9, 3, 17, 19]"
4563.83173,29,36,"[17, 14, 11, 8, 26, 13, 16, 18, 1, 28, 10, 27, 24, 20, 2, 9, 5, 12, 22, 0, 3, 23, 6, 19, 21, 7, 25, 4, 15]"
570.49943,29,37,"[2, 13, 17, 28, 0, 15, 4, 18, 24, 9, 14, 6, 11, 22, 1, 21, 23, 25, 12, 3, 8, 26, 5, 20, 27, 16, 7, 19, 10]"
206.77434,29,38,"[15, 9, 12, 23, 2, 24, 28, 11, 0, 14, 27, 5, 21, 25, 7, 16, 3, 19, 6, 1, 10, 18, 22, 4, 8, 20, 17, 26, 13]"
180.24925,29,39,"[18, 9, 22, 12, 15, 3, 25, 10, 1, 24, 27, 2, 11, 8, 0, 28, 20, 17, 14, 21, 5, 26, 23, 4, 6, 13, 16, 19, 7]"
40.21242,29,40,"[10, 5, 24, 28, 4, 0, 19, 12, 14, 23, 11, 13, 27, 7, 21, 2, 25, 16, 26, 9, 3, 6, 15, 20, 22, 17, 8, 18, 1]"
324.03847,30,31,"[5, 7, 23, 6, 12, 21, 16, 27, 22, 28, 11, 0, 19, 1, 9, 26, 29, 15, 2, 10, 24, 3, 18, 13, 4, 17, 20, 8, 25, 14]"
64.30557,30,32,"[20, 13, 1, 3, 15, 18, 25, 9, 24, 16, 2, 7, 21, 4, 28, 19, 5, 27, 12, 17, 6, 8, 23, 26, 29, 10, 14, 11, 0, 22]"
456.76378,30,33,"[11, 13, 29, 20, 23, 1, 16, 8, 24, 27, 7, 5, 26, 6, 19, 15, 18, 25, 0, 22, 9, 4, 2, 14, 28, 3, 21, 17, 12, 10]"
210.16086,30,34,"[17, 27, 25, 7, 14, 3, 13, 18, 21, 15, 5, 29, 2, 0, 6, 8, 10, 20, 23, 16, 1, 12, 22, 19, 26, 24, 4, 28, 11, 9]"
300.47945,30,35,"[11, 15, 3, 18, 10, 25, 9, 19, 5, 16, 26, 21, 29, 6, 13, 20, 2, 7, 27, 4, 28, 12, 0, 17, 22, 14, 8, 23, 1, 24]"
614.61912,30,36,"[9, 2, 4, 18, 15, 27, 19, 11, 22, 6, 28, 16, 24, 1, 3, 25, 10, 7, 21, 14, 26, 13, 20, 8, 5, 12, 17, 23, 0, 29]"
137.72802,30,37,"[26, 8, 10, 14, 6, 25, 9, 21, 0, 5, 1, 11, 29, 19, 13, 24, 28, 18, 2, 23, 3, 16, 27, 20, 22, 15, 12, 7, 17, 4]"
372.20913,30,38,"[23, 3, 7, 16, 24, 8, 27, 25, 9, 17, 26, 18, 22, 2, 13, 15, 6, 4, 29, 5, 0, 14, 28, 19, 1, 20, 11, 21, 10, 12]"
196.97116,30,39,"[25, 13, 7, 21, 6, 8, 12, 22, 19, 26, 1, 10, 20, 29, 27, 4, 0, 9, 18, 15, 17, 2, 16, 24, 28, 23, 5, 3, 11, 14]"
1086.03202,30,40,"[8, 27, 15, 18, 0, 14, 7, 28, 25, 21, 26, 1, 10, 5, 9, 12, 22, 20, 2, 23, 6, 3, 24, 11, 29, 19, 17, 4, 13, 16]"
39.10044,31,31,"[18, 28, 12, 9, 6, 10, 20, 2, 25, 13, 26, 24, 1, 3, 7, 22, 15, 17, 30, 5, 8, 4, 23, 0, 16, 21, 29, 11, 19, 14, 27]"
165.91942,31,32,"[1, 14, 23, 26, 15, 0, 18, 9, 24, 28, 2, 29, 19, 4, 12, 3, 30, 25, 17, 8, 10, 7, 16, 27, 20, 22, 13, 6, 21, 5, 11]"
5.82455,31,33,"[15, 7, 20, 13, 25, 16, 4, 27, 22, 8, 14, 1, 28, 18, 21, 11, 9, 3, 30, 0, 29, 6, 19, 23, 12, 26, 2, 10, 5, 24, 17]"
380.91367,31,34,"[8, 18, 15, 25, 28, 9, 21, 0, 2, 11, 1, 20, 23, 13, 30, 10, 26, 16, 3, 5, 27, 24, 14, 29, 6, 4, 22, 7, 12, 17, 19]"
